Month,Species,Street,spray_dist,spray_status,Year,Sunset,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
7,CULEX PIPIENS/RESTUANS, S DOTY AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX PIPIENS, S STONY ISLAND AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX RESTUANS, S STONY ISLAND AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX RESTUANS, S TORRENCE AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX PIPIENS/RESTUANS, S VINCENNES,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX RESTUANS, S ASHLAND AVE,,0,2009,19.48,15.06,84.0,67.0,76.0,3.0,65.0,68.0,11.0,0.12,29.41,30.04,3.6,21.0,4.6
7,CULEX PIPIENS/RESTUANS, W GREENLEAF AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N PITTSBURGH AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N KEDVALE AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N KEDVALE AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N KEDVALE AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N OAK PARK AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N OAK PARK AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N CAMPBELL AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N CAMPBELL AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N CAMPBELL AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N MILWAUKEE AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N MILWAUKEE AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N MONT CLARE AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N WESTERN AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N WESTERN AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N LEMONT AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N MOSELL AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N MOSELL AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N MOSELL AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N OKETO AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N OKETO AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, N OAKLEY AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, N OAKLEY AVE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, W HIGGINS RD,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, W HIGGINS RD,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, W HIGGINS RD,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, W OHARE AIRPORT,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, W OHARE AIRPORT,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS, W OHARE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, W OHARE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX RESTUANS, W OHARE,,0,2009,19.48,15.06,82.0,63.0,73.0,0.0,64.0,67.0,8.0,0.08,29.34,30.06,4.4,21.0,4.9
7,CULEX PIPIENS/RESTUANS, E 67TH ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, E 67TH ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, W ROOSEVELT,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, W ROOSEVELT,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, W ROOSEVELT,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX SALINARIUS, W ROOSEVELT,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S CALIFORNIA,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, S CALIFORNIA,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, N HUMBOLDT DR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, N PULASKI RD,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, W ADDISON ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, N CANNON DR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, N CANNON DR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, W 51ST ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, W GRAND AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, N FRANCISCO AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, N FRANCISCO AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, W 18TH ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, W MONTANA ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, W MONTANA ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, W MONTANA ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, S CENTRAL AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S CENTRAL AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, S CENTRAL AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX TERRITANS, S CENTRAL AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, S KOLMAR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S KOLMAR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, S KOLMAR,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, W 64TH ST,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, S KEDZIE AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, S KEDZIE AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S EBERHART AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, S EBERHART AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S CHICAGO AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, S KOSTNER AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, S KOSTNER AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, S KOSTNER AVE,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, N ASHLAND AVE OVERPASS,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS/RESTUANS, W GARFIELD BLVD,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX RESTUANS, W GARFIELD BLVD,,0,2009,19.42,14.900000000000002,70.0,58.0,64.0,-10.0,52.0,57.0,0.0,0.001,29.21,29.86,10.1,29.0,10.4
7,CULEX PIPIENS, N RUTHERFORD AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N RUTHERFORD AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N PITTSBURGH AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N PITTSBURGH AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N KEDVALE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N KEDVALE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N KEDVALE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N OAK PARK AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N OAK PARK AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N CAMPBELL AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N CAMPBELL AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N CAMPBELL AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N MILWAUKEE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N MILWAUKEE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N MONT CLARE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N MONT CLARE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N MONT CLARE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX TERRITANS, N MONT CLARE AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N WESTERN AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N WESTERN AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N WESTERN AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, W MONTROSE DR,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, W MONTROSE DR,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N MOSELL AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N MOSELL AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS,  W ARMITAGE AVENUE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N OKETO AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N OKETO AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N OKETO AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, N OAKLEY AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, N OAKLEY AVE,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS/RESTUANS, W HIGGINS RD,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX RESTUANS, W HIGGINS RD,,0,2009,19.42,14.900000000000002,70.0,57.0,64.0,-10.0,51.0,56.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
7,CULEX PIPIENS, S ARTESIAN AVE,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX RESTUANS, S ARTESIAN AVE,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS, W 95TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS/RESTUANS, W 95TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX RESTUANS, W 95TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS/RESTUANS, E 105TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS, W 104TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS/RESTUANS, W 104TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX RESTUANS, W 104TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS, W 116TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS/RESTUANS, W 116TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX RESTUANS, W 116TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS, E 118TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
7,CULEX PIPIENS/RESTUANS, E 118TH ST,,0,2009,19.38,14.829999999999998,76.0,59.0,68.0,-6.0,56.0,61.0,3.0,0.0,29.42,30.08,6.2,10.0,6.5
